Date,Open,High,Low,Close,Volume
7/8/2015,0.28,0.3,0.28,0.28,31330
7/7/2015,,,0.26,0.27,35042
7/6/2015,0.32,0.32,0.27,0.3,90277
7/2/2015,0.36,0.36,0.3,0.34,36008
7/1/2015,0.32,0.35,0.32,0.35,20900
6/30/2015,0.26,0.35,0.25,0.34,479594
6/29/2015,0.6,0.6,0.21,0.25,1032590
6/26/2015,0.54,0.54,0.46,0.54,20620
6/25/2015,0.54,0.55,0.54,0.54,11550
6/24/2015,0.5,0.52,0.5,0.52,41727
6/23/2015,0.52,0.52,0.5,0.5,14900
6/22/2015,0.52,0.52,0.52,0.52,5500
6/19/2015,0.46,0.52,0.45,0.52,34726
6/18/2015,0.47,0.49,0.47,0.48,27680
6/17/2015,0.53,0.53,0.47,0.47,45205
6/16/2015,0.53,0.53,0.53,0.53,3800
6/15/2015,0.53,0.53,0.53,0.53,250
6/12/2015,0.51,0.51,0.51,0.51,309
6/11/2015,0.54,0.54,0.54,0.54,450
6/10/2015,0.49,0.54,0.49,0.54,3610
6/9/2015,0.5,0.52,0.46,0.47,45113
6/8/2015,0.51,0.51,0.47,0.47,76945
6/5/2015,0.56,0.56,0.52,0.56,2653
6/4/2015,0.58,0.58,0.58,0.58,3600
6/3/2015,0.59,0.59,0.58,0.59,8000
6/2/2015,0.58,0.59,0.58,0.59,5400
6/1/2015,0.61,0.7,0.59,0.59,20740
5/29/2015,0.55,0.7,0.55,0.7,26739
5/28/2015,0.55,0.55,0.55,0.55,4300
5/27/2015,0.55,0.55,0.55,0.55,9050
5/26/2015,0.59,0.59,0.48,0.55,69045
5/22/2015,0.66,0.66,0.53,0.6,58530
5/21/2015,0.68,0.69,0.65,0.68,45685
5/20/2015,0.55,0.7,0.47,0.65,87116
5/19/2015,0.62,0.62,0.47,0.55,129925
5/18/2015,0.69,0.69,0.64,0.64,31444
5/15/2015,0.69,0.69,0.68,0.68,10350
5/14/2015,0.7,0.7,0.68,0.69,10760
5/13/2015,0.7,0.7,0.7,0.7,18290
5/12/2015,0.73,0.73,0.72,0.73,57524
5/11/2015,0.7,0.73,0.7,0.73,51872
5/8/2015,0.7,0.7,0.7,0.7,10150
5/7/2015,0.64,0.7,0.64,0.7,23391
5/6/2015,0.65,0.7,0.63,0.65,41830
5/5/2015,0.69,0.69,0.63,0.68,26127
5/4/2015,0.7,0.71,0.64,0.69,106050
5/1/2015,0.68,0.71,0.67,0.67,50910
4/30/2015,0.72,0.72,0.67,0.67,52050
4/29/2015,0.7,0.72,0.68,0.72,25602
4/28/2015,0.76,0.76,0.67,0.68,86109
4/27/2015,0.82,0.83,0.76,0.76,136440
4/24/2015,0.77,0.83,0.76,0.8,172296
4/23/2015,0.72,0.79,0.72,0.77,183332
4/22/2015,0.7,0.72,0.69,0.72,48535
4/21/2015,0.69,0.7,0.69,0.7,9240
4/20/2015,0.73,0.73,0.69,0.69,14000
4/17/2015,0.68,0.7,0.68,0.7,9623
4/16/2015,0.62,0.7,0.61,0.69,31046
4/15/2015,0.84,0.84,0.61,0.62,34470
4/14/2015,0.66,0.84,0.66,0.83,147874
4/13/2015,0.66,0.66,0.66,0.66,14100
4/10/2015,0.69,0.69,0.66,0.66,4600
4/9/2015,0.69,0.69,0.67,0.69,6892
4/8/2015,0.61,0.67,0.61,0.67,3150
4/7/2015,0.65,0.65,0.65,0.65,11047
4/6/2015,0.64,0.65,0.59,0.65,15948
4/2/2015,0.63,0.65,0.62,0.62,19200
4/1/2015,0.67,0.67,0.63,0.63,12000
3/31/2015,0.69,0.75,0.66,0.66,69632
3/30/2015,0.64,0.65,0.62,0.65,10268
3/26/2015,0.66,0.66,0.65,0.65,6150
3/25/2015,0.7,0.7,0.68,0.69,3450
3/24/2015,0.69,0.69,0.65,0.69,43053
3/23/2015,0.66,0.7,0.62,0.69,33810
3/20/2015,0.68,0.69,0.68,0.69,15475
3/19/2015,0.65,0.7,0.65,0.67,162928
3/18/2015,0.61,0.64,0.51,0.64,23103
3/17/2015,0.65,0.65,0.6,0.61,30720
3/16/2015,0.69,0.69,0.65,0.66,37800
3/13/2015,0.73,0.73,0.69,0.7,47196
3/12/2015,0.71,0.71,0.66,0.66,25600
3/11/2015,0.7,0.73,0.7,0.7,76980
3/10/2015,0.69,0.7,0.68,0.7,53880
3/9/2015,0.68,0.7,0.68,0.7,14405
3/6/2015,0.7,0.7,0.65,0.68,46919
3/5/2015,0.68,0.73,0.68,0.68,51299
3/4/2015,0.7,0.7,0.65,0.66,42882
3/3/2015,0.45,0.8,0.45,0.7,257562
3/2/2015,0.36,0.45,0.36,0.45,2737
2/27/2015,0.45,0.45,0.45,0.45,1000
2/25/2015,0.44,0.45,0.44,0.45,7735
2/24/2015,0.42,0.45,0.41,0.45,25573
2/23/2015,0.46,0.49,0.4,0.47,14551
2/20/2015,0.42,0.49,0.42,0.49,9000
2/19/2015,0.41,0.5,0.4,0.5,22200
2/18/2015,0.55,0.55,0.53,0.53,7113
2/17/2015,0.58,0.58,0.53,0.53,26282
2/13/2015,0.55,0.58,0.55,0.58,6531
2/12/2015,0.51,0.56,0.49,0.56,21443
2/11/2015,0.51,0.51,0.51,0.51,400
2/10/2015,0.48,0.51,0.48,0.51,11982
2/9/2015,0.51,0.51,0.48,0.48,3101
2/6/2015,0.46,0.46,0.45,0.45,5214
2/5/2015,0.51,0.51,0.51,0.51,3062
2/4/2015,0.49,0.5,0.45,0.45,35482
2/3/2015,0.5,0.5,0.48,0.48,2460
2/2/2015,0.5,0.5,0.5,0.5,1056
1/30/2015,0.5,0.5,0.48,0.48,6327
1/29/2015,0.47,0.5,0.47,0.5,6154
1/28/2015,0.5,0.5,0.5,0.5,6000
1/27/2015,0.5,0.5,0.5,0.5,1000
1/26/2015,0.46,0.5,0.46,0.5,21436
1/23/2015,0.46,0.46,0.45,0.46,11708
1/22/2015,0.5,0.5,0.4,0.4,19234
1/21/2015,0.55,0.55,0.5,0.5,4646
1/20/2015,0.55,0.55,0.55,0.55,300
1/16/2015,0.55,0.55,0.55,0.55,6400
1/15/2015,0.6,0.6,0.6,0.6,180
1/14/2015,0.6,0.6,0.6,0.6,17163
1/13/2015,0.5,0.51,0.45,0.5,68510
1/9/2015,0.54,0.54,0.5,0.5,46799
1/8/2015,0.58,0.6,0.53,0.6,35393
1/7/2015,0.7,0.7,0.7,0.7,2000
1/6/2015,0.61,0.61,0.55,0.55,18265
12/31/2014,0.6,0.61,0.6,0.61,6446
12/30/2014,0.6,0.64,0.6,0.62,17500
12/29/2014,0.69,0.69,0.69,0.69,900
12/26/2014,0.69,0.69,0.69,0.69,500
12/24/2014,0.65,0.65,0.65,0.65,1000
12/23/2014,0.65,0.65,0.64,0.65,2135
12/22/2014,0.7,0.7,0.65,0.65,2757
12/19/2014,0.61,0.69,0.61,0.69,6329
12/18/2014,0.61,0.61,0.61,0.61,621
12/17/2014,0.52,0.65,0.52,0.59,25932
12/16/2014,0.66,0.66,0.6,0.6,28379
12/12/2014,0.71,0.71,0.66,0.71,2124
12/11/2014,0.65,0.75,0.65,0.75,445
12/10/2014,0.7,0.75,0.7,0.75,7000
12/8/2014,0.7,0.75,0.7,0.75,22470
12/5/2014,0.7,0.7,0.7,0.7,8479
12/3/2014,0.75,0.75,0.75,0.75,2600
12/2/2014,0.76,0.76,0.7,0.7,7492
12/1/2014,0.95,0.95,0.7,0.75,21250
11/28/2014,0.78,0.78,0.78,0.78,3000
11/26/2014,0.81,0.81,0.7,0.7,14100
11/25/2014,0.85,0.85,0.8,0.8,14623
11/24/2014,0.8,0.92,0.8,0.92,2150
11/21/2014,0.95,0.95,0.93,0.93,13000
11/20/2014,0.98,0.98,0.98,0.98,2196
11/19/2014,0.71,1,0.7,1,50765
11/18/2014,0.71,0.71,0.71,0.71,7400
11/17/2014,0.72,0.74,0.7,0.71,18703
11/14/2014,0.7,0.74,0.66,0.74,4152
11/13/2014,0.71,0.71,0.7,0.7,9700
11/12/2014,0.74,0.74,0.69,0.71,2058
11/11/2014,0.6,0.6,0.6,0.6,1000
11/10/2014,0.7,0.7,0.61,0.61,26660
11/6/2014,0.8,0.8,0.65,0.7,8100
11/5/2014,0.78,0.78,0.78,0.78,600
11/4/2014,0.78,0.78,0.78,0.78,1625
11/3/2014,0.78,0.78,0.78,0.78,123
10/31/2014,0.72,0.75,0.72,0.75,12182
10/30/2014,0.75,0.75,0.72,0.72,10950
10/29/2014,0.75,0.75,0.75,0.75,883
10/28/2014,0.72,0.72,0.72,0.72,116
10/24/2014,0.83,0.83,0.78,0.78,3705
10/22/2014,0.8,0.8,0.8,0.8,3289
10/21/2014,0.94,0.94,0.71,0.72,13252
10/20/2014,1,1,0.7,0.7,36814
10/17/2014,0.8,0.8,0.7,0.7,22400
10/16/2014,0.87,0.87,0.84,0.84,1066
10/15/2014,0.85,0.88,0.84,0.84,39990
10/14/2014,0.75,0.85,0.75,0.8,20534
10/13/2014,0.45,0.45,0.45,0.45,219
10/10/2014,0.71,0.75,0.71,0.75,5275
10/9/2014,0.88,0.88,0.88,0.88,2350
10/8/2014,0.85,0.85,0.7,0.7,15482
10/7/2014,0.89,0.89,0.84,0.84,5550
10/6/2014,0.9,0.9,0.89,0.9,1752
10/3/2014,0.9,0.94,0.89,0.89,20010
10/1/2014,0.92,0.92,0.92,0.92,4400
9/30/2014,0.86,0.99,0.86,0.95,11265
9/29/2014,1.1,1.1,1.05,1.05,16605
9/26/2014,0.88,1.1,0.85,1.1,10569
9/25/2014,1,1,0.85,0.88,30993
9/24/2014,1.02,1.02,1,1,15100
9/23/2014,1.05,1.13,1.01,1.13,9892
9/22/2014,1.05,1.05,1.05,1.05,24350
9/19/2014,1.05,1.05,1.05,1.05,4750
9/18/2014,1.13,1.13,1.05,1.05,6000
9/17/2014,1.05,1.05,1.04,1.04,5000
9/16/2014,1.02,1.14,1.02,1.13,6900
9/15/2014,1.06,1.1,1.05,1.09,6850
9/12/2014,1.14,1.14,1.1,1.13,11073
9/11/2014,1.1,1.19,1.1,1.15,15850
9/10/2014,1.1,1.1,1.05,1.05,2336
9/9/2014,1.1,1.1,1.1,1.1,3600
9/4/2014,1.11,1.12,1.11,1.12,1900
9/3/2014,1.1,1.1,1.1,1.1,3500
9/2/2014,1.14,1.14,1.12,1.13,3471
8/29/2014,1.13,1.15,1.1,1.15,1850
8/28/2014,1.18,1.18,1.15,1.15,10000
8/27/2014,1.15,1.15,1.15,1.15,100
8/26/2014,1.19,1.23,1.19,1.2,17500
8/25/2014,1.12,1.25,1.12,1.21,16311
8/22/2014,1.12,1.12,1.06,1.06,25040
8/21/2014,1.1,1.12,1.1,1.12,17440
8/20/2014,1.02,1.04,0.95,1,23875
8/19/2014,1.08,1.08,1.06,1.06,1500
8/18/2014,1.1,1.25,1.1,1.1,26600
8/15/2014,1,1.15,1,1.14,33688
8/14/2014,1,1,1,1,200
8/13/2014,0.99,1,0.99,1,5778
8/12/2014,1,1,1,1,150
8/11/2014,0.93,1,0.93,1,1850
8/8/2014,0.99,1,0.99,1,10000
8/7/2014,0.99,1,0.99,0.99,3562
8/6/2014,0.99,0.99,0.99,0.99,500
8/5/2014,1.01,1.01,1,1,3920
8/4/2014,1.05,1.05,1.01,1.01,983
8/1/2014,1.05,1.15,1.05,1.05,6600
7/30/2014,1.05,1.05,1,1,6570
7/29/2014,1.09,1.1,1,1,18400
7/28/2014,1.09,1.09,1.09,1.09,300
7/25/2014,1.03,1.09,1.03,1.09,1400
7/24/2014,1.02,1.03,0.99,1.02,24231
7/23/2014,1.05,1.05,1,1.02,18482
7/22/2014,1.08,1.09,1.08,1.08,200
7/21/2014,1.09,1.09,1.09,1.09,710
7/18/2014,1.15,1.15,1.14,1.14,2100
7/17/2014,1.09,1.15,1.09,1.15,1000
7/16/2014,1.1,1.14,1.04,1.14,803
7/15/2014,1.15,1.15,1.15,1.15,300
7/14/2014,1.15,1.25,1.08,1.15,17925
7/11/2014,1.13,1.15,1.05,1.15,2822
7/10/2014,0.99,1.05,0.99,1.05,2110
7/9/2014,0.99,1.04,0.99,1.03,19600
7/8/2014,1.04,1.04,1,1,17925
7/7/2014,1.06,1.06,1.05,1.05,25850
7/3/2014,1.06,1.07,1.05,1.06,12900
7/2/2014,1.1,1.1,1.06,1.06,15700
7/1/2014,1.1,1.1,1.08,1.08,13101
6/30/2014,1.14,1.14,1.1,1.1,13879
6/27/2014,1.2,1.2,1.1,1.1,35430
6/26/2014,1.28,1.28,1.24,1.25,39700
6/25/2014,1.3,1.3,1.23,1.29,30150
6/24/2014,1.24,1.24,1.24,1.24,3026
6/23/2014,1.23,1.23,1.22,1.22,1350
6/20/2014,1.2,1.31,1.2,1.24,15700
6/19/2014,1.35,1.35,1.16,1.17,12240
6/18/2014,1.31,1.35,1.3,1.35,7796
6/17/2014,1.37,1.37,1.3,1.31,7286
6/16/2014,1.4,1.4,1.4,1.4,5000
6/13/2014,1.4,1.4,1.4,1.4,1000
6/12/2014,1.4,1.4,1.36,1.36,1520
6/11/2014,1.35,1.44,1.35,1.44,66090
6/10/2014,1.19,1.3,1.18,1.3,14838
6/9/2014,1.18,1.19,1.18,1.19,10032
6/6/2014,1.2,1.24,1.18,1.19,124453
6/5/2014,1.15,1.24,1.15,1.2,16911
6/4/2014,1.18,1.18,1.15,1.15,12350
6/3/2014,1.15,1.15,1.15,1.15,2045
6/2/2014,1.18,1.18,1.16,1.18,5221
5/30/2014,1.17,1.18,1.09,1.18,18500
5/29/2014,1.21,1.21,1.15,1.17,52500
5/28/2014,1.24,1.3,1.24,1.25,2753
5/27/2014,1.32,1.35,1.25,1.25,18790
5/23/2014,1.35,1.35,1.33,1.33,29308
5/22/2014,1.35,1.4,1.32,1.32,4833
5/21/2014,1.3,1.34,1.3,1.3,8100
5/20/2014,1.39,1.39,1.35,1.35,1410
5/19/2014,1.39,1.39,1.3,1.31,9795
5/16/2014,1.2,1.29,1.2,1.29,8105
5/15/2014,1.31,1.31,1.2,1.2,26338
5/14/2014,1.2,1.3,1.05,1.3,21800
5/13/2014,1.3,1.31,1.25,1.28,17700
5/12/2014,1.31,1.31,1.31,1.31,20100
5/9/2014,1.45,1.45,1.41,1.41,400
5/8/2014,1.45,1.45,1.45,1.45,7550
5/7/2014,1.49,1.49,1.45,1.45,15202
5/6/2014,1.5,1.5,1.42,1.42,26950
5/5/2014,1.5,1.5,1.5,1.5,5400
5/2/2014,1.5,1.5,1.5,1.5,5000
5/1/2014,1.5,1.55,1.49,1.5,25162
4/30/2014,1.49,1.49,1.49,1.49,100
4/29/2014,1.5,1.53,1.41,1.42,25680
4/28/2014,1.47,1.5,1.47,1.5,785
4/25/2014,1.5,1.5,1.5,1.5,200
4/24/2014,1.5,1.51,1.5,1.51,7715
4/23/2014,1.48,1.6,1.48,1.5,15702
4/22/2014,1.5,1.5,1.5,1.5,1454
4/21/2014,1.45,1.47,1.45,1.47,4296
4/17/2014,1.43,1.43,1.43,1.43,1450
4/15/2014,1.35,1.5,1.35,1.5,22000
4/14/2014,1.38,1.38,1.35,1.35,6400
4/11/2014,1.45,1.45,1.35,1.37,4620
4/10/2014,1.45,1.5,1.29,1.5,12672
4/9/2014,1.29,1.29,1.29,1.29,1881
4/8/2014,1.4,1.42,1.21,1.29,31476
4/7/2014,1.5,1.5,1.45,1.45,8520
4/4/2014,1.55,1.56,1.5,1.5,1050
4/1/2014,1.55,1.73,1.48,1.6,28678
3/31/2014,1.56,1.65,1.56,1.65,3028
3/27/2014,1.6,1.75,1.5,1.51,7005
3/26/2014,1.61,1.61,1.55,1.6,3875
3/25/2014,1.7,1.7,1.7,1.7,295
3/24/2014,1.75,1.75,1.55,1.7,9458
3/21/2014,1.8,1.8,1.75,1.75,10500
3/20/2014,1.75,1.85,1.75,1.8,3646
3/19/2014,1.65,1.85,1.65,1.85,11160
3/18/2014,1.8,1.8,1.65,1.65,10400
3/17/2014,1.7,1.9,1.7,1.8,14546
3/14/2014,1.55,1.65,1.55,1.65,14800
3/13/2014,1.6,1.6,1.51,1.51,5000
3/12/2014,1.79,1.85,1.45,1.5,11975
3/11/2014,1.65,1.75,1.65,1.75,1208
3/10/2014,1.49,1.5,1.49,1.5,10775
3/7/2014,1.79,1.8,1.5,1.5,5722
3/6/2014,1.8,1.8,1.8,1.8,3186
3/5/2014,1.95,1.95,1.8,1.8,3581
3/4/2014,1.9,1.9,1.9,1.9,8919
3/3/2014,2,2.01,1.9,1.9,14400
2/28/2014,1.9,2.2,1.9,2,18700
2/27/2014,2.05,2.1,1.9,1.9,9563
2/26/2014,1.98,2.63,1.98,2,36772
2/25/2014,2,2,1.95,2,28488
2/24/2014,1.98,2,1.98,2,11931
2/21/2014,1.98,1.98,1.98,1.98,699
2/20/2014,1.95,1.98,1.95,1.95,1270
2/19/2014,1.98,1.98,1.98,1.98,2000
2/18/2014,2.05,2.05,1.98,1.98,5175
2/14/2014,2.06,2.06,2.05,2.05,8441
2/13/2014,2.05,2.06,2,2.06,30085
2/12/2014,2.1,2.1,2,2.05,4790
2/11/2014,2.1,2.1,2.05,2.05,2375
2/10/2014,2,2.1,2,2.05,33041
2/7/2014,1.98,2,1.95,1.99,14863
2/6/2014,1.99,2.05,1.9,2.04,15413
2/5/2014,2.05,2.05,1.9,2.05,3212
2/4/2014,2.05,2.1,1.9,2.1,4106
2/3/2014,2.2,2.23,1.8,2.05,55786
1/31/2014,2.21,2.4,1.7,2.1,80980
1/30/2014,1.35,2,1.26,2,66774
1/29/2014,2.4,2.4,1.01,1.2,87683
1/28/2014,2.45,2.5,2.1,2.5,26862
1/27/2014,2,2.3,2,2.3,30397
1/24/2014,1.65,2.01,1.6,1.98,36592
1/23/2014,1.15,1.9,1.14,1.59,158564
1/22/2014,0.77,1.14,0.77,1.14,91871
1/21/2014,0.92,0.98,0.92,0.96,29770
1/17/2014,0.95,0.98,0.95,0.98,6550
1/16/2014,0.85,0.95,0.85,0.95,23899
1/15/2014,0.9,0.9,0.85,0.85,14544
1/14/2014,0.8,0.9,0.8,0.85,8800
1/13/2014,0.69,0.79,0.69,0.79,46450
1/10/2014,0.65,0.69,0.65,0.69,13883
1/9/2014,0.65,0.65,0.65,0.65,54603
1/8/2014,0.65,0.65,0.65,0.65,1800
1/6/2014,0.65,0.65,0.59,0.59,26554
1/3/2014,0.65,0.65,0.65,0.65,3000
1/2/2014,0.6,0.65,0.6,0.65,19246
12/31/2013,0.6,0.6,0.6,0.6,2119
12/27/2013,0.59,0.64,0.59,0.64,2250
12/26/2013,0.64,0.64,0.64,0.64,200
